t,v,i,noisy_i
0.93,10,2.02429657214065,2.01592718086663
0.94,10,2.03738693975258,2.02870932176714
0.95,10,2.05034640368838,2.04547012146398
0.96,10,2.06317627298483,2.05440726990108
0.97,10,2.07587784358832,2.08773479792343
0.98,10,2.08845239848577,2.07957443856018
0.99,10,2.10090120783424,2.10739117283968
1,10,2.11322552908924,2.135002170237
1.01,10,2.12542660713168,2.11617998953403
1.02,10,2.13750567439369,2.14275627452527
1.03,10,2.14946395098309,2.1435221094969
1.04,10,2.16130264480659,2.15911031048832
1.05,10,2.17302295169186,2.15950908692689
1.06,10,2.18462605550827,2.20241528667809
1.07,10,2.19611312828653,2.19728340019035
1.08,10,2.20748533033699,2.20641338278192
1.09,10,2.21874381036696,2.21905012358367
1.1,10,2.22988970559662,2.22861085829268
1.11,10,2.24092414187399,2.23060340132985
1.12,10,2.25184823378858,2.25089087188182
1.13,10,2.26266308478403,2.27343499488577
1.14,10,2.27336978726952,2.29493006717816
1.15,10,2.28396942273016,2.28489066526025
1.16,10,2.29446306183619,2.27050113535611
1.17,10,2.30485176455116,2.3193543738998
1.18,10,2.31513658023898,2.31409545874503
1.19,10,2.32531854776993,2.33909575374936
1.2,10,2.33539869562556,2.34521954240795
1.21,10,2.34537804200264,2.3442534304404
1.22,10,2.35525759491595,2.34722618441802
1.23,10,2.36503835230012,2.3790863498648
1.24,10,2.37472130211045,2.36681750091297
1.25,10,2.38430742242268,2.37819237726736
1.26,10,2.39379768153179,2.40396473203392
1.27,10,2.4031930380498,2.40726800786069
1.28,10,2.41249444100264,2.39685433939908
1.29,10,2.42170282992595,2.42008782384957
1.3,10,2.43081913496002,2.42961006919305
1.31,10,2.43984427694375,2.43866289273844
1.32,10,2.44877916750765,2.45260575043268
1.33,10,2.45762470916591,2.44381990087355
1.34,10,2.46638179540758,2.46226733898885
1.35,10,2.47505131078684,2.46126997141565
1.36,10,2.4836341310123,2.49139869989068
1.37,10,2.49213112303551,2.50421792015874
1.38,10,2.50054314513849,2.49870855841978
1.39,10,2.50887104702044,2.51271313582937
1.4,10,2.51711566988357,2.52414478310369
1.41,10,2.52527784651807,2.53019701661532
1.42,10,2.53335840138622,2.53933151152424
1.43,10,2.54135815070569,2.53938741369808
1.44,10,2.54927790253197,2.5535472274683
1.45,10,2.55711845683998,2.54445238262627
1.46,10,2.56488060560491,2.56991193872062
1.47,10,2.5725651328822,2.58488199116477
1.48,10,2.58017281488671,2.57840784018205
1.49,10,2.58770442007118,2.58780676677926
1.5,10,2.5951607092038,2.6146471594194
1.51,10,2.60254243544509,2.60055765686498
1.52,10,2.60985034442397,2.6116516672983
1.53,10,2.61708517431307,2.62464204967957
1.54,10,2.62424765590327,2.61553333412949
1.55,10,2.63133851267757,2.63415952080937
1.56,10,2.63835846088413,2.6498560289583
1.57,10,2.64530820960862,2.64956624525507
1.58,10,2.65218846084587,2.65427709087735
1.59,10,2.65899990957074,2.64284525403613
1.6,10,2.66574324380837,2.6544970566663
1.61,10,2.67241914470362,2.65195219930035
1.62,10,2.67902828658992,2.66904848834989
1.63,10,2.68557133705735,2.68881968577819
1.64,10,2.69204895702011,2.69137816846013
1.65,10,2.69846180078324,2.68874876909399
1.66,10,2.70481051610874,2.72898740752763
1.67,10,2.71109574428099,2.7052013461671
1.68,10,2.71731812017151,2.71801993645241
1.69,10,2.72347827230313,2.72350767088097
1.7,10,2.72957682291343,2.73133998148582
1.71,10,2.73561438801763,2.744332301214
1.72,10,2.74159157747079,2.71887517279
1.73,10,2.74750899502941,2.73212102864353
1.74,10,2.75336723841245,2.73644626540001
1.75,10,2.75916689936166,2.76303583654564
1.76,10,2.76490856370138,2.76476305588767
1.77,10,2.7705928113977,2.77040792119411
1.78,10,2.77622021661705,2.77685719929565
1.79,10,2.78179134778422,2.79302964437197
1.8,10,2.78730676763971,2.78353617230273
1.81,10,2.79276703329664,2.77640890194654
1.82,10,2.79817269629701,2.78762094023177
1.83,10,2.80352430266737,2.79202665913251
1.84,10,2.80882239297403,2.79537083209022
1.85,10,2.81406750237763,2.81481707041618
1.86,10,2.81926016068718,2.80358146735449
1.87,10,2.82440089241365,2.82164740709577
1.88,10,2.82949021682284,2.84303298504815
1.89,10,2.83452864798795,2.82200562354117
1.9,10,2.8395166948414,2.83565558413943
1.91,10,2.84445486122632,2.83446106278856
1.92,10,2.84934364594739,2.83786370203073
1.93,10,2.85418354282125,2.86834460071848
1.94,10,2.85897504072637,2.85224575328672
1.95,10,2.86371862365244,2.85133353175442
1.96,10,2.86841477074925,2.85673038110615
1.97,10,2.87306395637509,2.86530620971863
1.98,10,2.87766665014467,2.87949502463527
1.99,10,2.88222331697656,2.87346056549299
2,10,2.88673441714013,2.89780677129004
2.01,10,2.89120040630206,2.88850377645
2.02,10,2.89562173557237,2.89850255471997
2.03,10,2.89999885154998,2.88757224486101
2.04,10,2.90433219636781,2.89907436000724
2.05,10,2.90862220773747,2.91169481190297
2.06,10,2.91286931899343,2.90435997789638
2.07,10,2.91707395913683,2.90902464393095
2.08,10,2.92123655287879,2.92004592521061
2.09,10,2.92535752068334,2.92470656998116
2.1,10,2.92943727880984,2.91619922744539
2.11,10,2.93347623935507,2.93528791866474
2.12,10,2.93747481029485,2.95038461295642
2.13,10,2.94143339552524,2.95822136431751
2.14,10,2.94535239490332,2.92868118716773
2.15,10,2.94923220428762,2.96476069697324
2.16,10,2.95307321557808,2.96942387062266
2.17,10,2.95687581675563,2.9609116199924
2.18,10,2.96064039192141,2.95207449847749
2.19,10,2.96436732133553,2.97074260809146
2.2,10,2.9680569814555,2.96955841793712
2.21,10,2.97170974497428,2.95968597625658
2.22,10,2.97532598085787,2.97139681024428
2.23,10,2.97890605438263,2.97478587823954
2.24,10,2.98245032717214,2.98950025973615
2.25,10,2.98595915723375,2.98706375778258
2.26,10,2.98943289899474,2.98016403594382
2.27,10,2.99287190333813,3.00443911693898
2.28,10,2.99627651763808,3.00808355409351
2.29,10,2.99964708579503,3.00058363987057
2.3,10,3.00298394827042,3.00870000885178
2.31,10,3.00628744212105,3.00973286890715
2.32,10,3.00955790103317,3.01052774661931
2.33,10,3.01279565535617,2.99544015614131
2.34,10,3.01600103213594,3.02768800987269
2.35,10,3.01917435514792,3.00893656859349
2.36,10,3.02231594492977,3.01948064605254
2.37,10,3.02542611881381,3.0324272556385
2.38,10,3.028505190959,3.04075481532515
2.39,10,3.03155347238274,3.01700378321297
2.4,10,3.03457127099225,3.03046491160223
2.41,10,3.03755889161566,3.02311440979385
2.42,10,3.04051663603284,3.05304204892806
2.43,10,3.04344480300584,3.04120098443829
2.44,10,3.04634368830912,3.03966082645439
2.45,10,3.04921358475936,3.02751613732015
2.46,10,3.0520547822451,3.03890691789172
2.47,10,3.05486756775598,3.04930082989453
2.48,10,3.05765222541176,3.07313189739318
2.49,10,3.06040903649097,3.05908551764887
2.5,10,3.0631382794594,3.05979569272509
2.51,10,3.06584022999813,3.06793538570624
2.52,10,3.06851516103149,3.06694011267508
2.53,10,3.07116334275451,3.07247600634924
2.54,10,3.07378504266029,3.08041436605976
2.55,10,3.07638052556702,3.0769713986537
2.56,10,3.07895005364469,3.08549595892054
2.57,10,3.08149388644157,3.08000165130915
2.58,10,3.08401228091049,3.0781149328727
2.59,10,3.08650549143472,3.09727344766296
2.6,10,3.08897376985371,3.09224677317453
2.61,10,3.0914173654885,3.08314671120668
2.62,10,3.09383652516695,3.08508543605467
2.63,10,3.09623149324861,3.1152329054513
2.64,10,3.09860251164946,3.10198026923311
2.65,10,3.1009498198663,3.07642075244364
2.66,10,3.10327365500097,3.10027733929859
2.67,10,3.10557425178429,3.11598707969075
2.68,10,3.10785184259978,3.11156513743526
2.69,10,3.11010665750712,3.10366592225942
2.7,10,3.11233892426538,3.11459069897599
2.71,10,3.11454886835606,3.09280189727967
2.72,10,3.11673671300584,3.12387421090506
2.73,10,3.11890267920911,3.1287785572809
2.74,10,3.12104698575035,3.11441549152473
2.75,10,3.12316984922618,3.12563977624492
2.76,10,3.12527148406725,3.14201389312342
2.77,10,3.12735210255991,3.12271575247575
2.78,10,3.12941191486765,3.13666846478298
2.79,10,3.13145112905231,3.13222127354101
2.8,10,3.13346995109512,3.13549101249217
2.81,10,3.1354685849175,3.16193620798691
2.82,10,3.13744723240166,3.15201044852024
2.83,10,3.13940609341097,3.13109714581634
2.84,10,3.1413453658102,3.13092973550912
2.85,10,3.14326524548543,3.12941666498597
2.86,10,3.14516592636391,3.14990343521679
2.87,10,3.1470476004336,3.16352247949277
2.88,10,3.1489104577626,3.1424437241669
2.89,10,3.15075468651831,3.14666953063796
2.9,10,3.15258047298646,3.16115096932126
2.91,10,3.15438800158993,3.1613173340322
2.92,10,3.15617745490736,3.16548864929738
2.93,10,3.15794901369162,3.16418101921916
2.94,10,3.15970285688804,3.15883059183938
2.95,10,3.16143916165249,3.15791635112607
2.96,10,3.1631581033693,3.15739051184586
2.97,10,3.16485985566894,3.16502662620929
2.98,10,3.16654459044558,3.15853737032495
2.99,10,3.16821247787446,3.16874546611552
3,10,3.16986368642905,3.16410065814643
3.01,10,3.17149838289809,3.16133658427107
3.02,10,3.17311673240244,3.17672902124013
3.03,10,3.17471889841175,3.1831482213764
3.04,10,3.17630504276097,3.19964642110099
3.05,10,3.17787532566669,3.18951216377971
3.06,10,3.17942990574336,3.16664024243562
3.07,10,3.18096894001926,3.18791584836854
3.08,10,3.1824925839524,3.16316000275806
3.09,10,3.18400099144621,3.18185776925331
3.1,10,3.18549431486508,3.1844665791153
3.11,10,3.18697270504976,3.18912372887514
3.12,10,3.1884363113326,3.19471016621924
3.13,10,3.1898852815526,3.19605892616819
3.14,10,3.19131976207041,3.18846798687243
3.15,10,3.19273989778304,3.19982627199825
3.16,10,3.19414583213854,3.19329851859989
3.17,10,3.19553770715049,3.18994581407545
3.18,10,3.19691566341232,3.19515387240832
3.19,10,3.19827984011153,3.17952041121265
3.2,10,3.19963037504375,3.20780354598597
3.21,10,3.20096740462664,3.20152693195191
3.22,10,3.20229106391371,3.21505887078663
3.23,10,3.20360148660791,3.20264303873879
3.24,10,3.20489880507516,3.17998389822415
3.25,10,3.20618315035774,3.21540264541802
3.26,10,3.2074546521875,3.20730375709045
3.27,10,3.20871343899896,3.22293207184103
3.28,10,3.2099596379423,3.21426660411395
3.29,10,3.21119337489621,3.19965795342622
3.3,10,3.21241477448058,3.20211569116306
3.31,10,3.21362396006911,3.21792604642238
3.32,10,3.21482105380175,3.22372911307736
3.33,10,3.21600617659707,3.21490011703139
3.34,10,3.21717944816443,3.21595339015472
3.35,10,3.21834098701612,3.2165238076681
3.36,10,3.21949091047929,3.21101664295975
3.37,10,3.22062933470783,3.23167544280621
3.38,10,3.22175637469409,3.21684705975046
3.39,10,3.22287214428048,3.21464982259755
3.4,10,3.22397675617101,3.21248766594913
3.41,10,3.22507032194263,3.23572553268307
3.42,10,3.22615295205654,3.22095137635122
3.43,10,3.22722475586931,3.22003415444138
3.44,10,3.22828584164395,3.22411488366393
3.45,10,3.22933631656084,3.22073777949277
3.46,10,3.23037628672857,3.22711566077611
3.47,10,3.23140585719461,3.22624558477828
3.48,10,3.232425131956,3.22612383942131
3.49,10,3.23343421396977,3.23070756033101
3.5,10,3.23443320516341,3.24260934857419
3.51,10,3.23542220644511,3.21675657180733
3.52,10,3.23640131771399,3.23703057618913
3.53,10,3.23737063787018,3.22369277238331
3.54,10,3.23833026482482,3.2022784823965
3.55,10,3.2392802955099,3.23671203648328
3.56,10,3.24022082588814,3.24757120200612
3.57,10,3.24115195096259,3.2505536991942
3.58,10,3.2420737647863,3.25044250495006
3.59,10,3.24298636047177,3.2462620289054
3.6,10,3.24388983020038,3.23104760614153
3.61,10,3.24478426523171,3.25514972827063
3.62,10,3.24566975591273,3.23423908406384
3.63,10,3.24654639168693,3.24356054725026
3.64,10,3.2474142611034,3.24719650418298
3.65,10,3.2482734518257,3.23733596973686
3.66,10,3.24912405064077,3.24446838039578
3.67,10,3.2499661434677,3.23846199290402
3.68,10,3.25079981536635,3.27185440869918
3.69,10,3.25162515054602,3.24096233826263
3.7,10,3.2524422323739,3.2509657121952
3.71,10,3.25325114338349,3.24794229227518
3.72,10,3.25405196528299,3.24962440396353
3.73,10,3.25484477896349,3.25121973226151
3.74,10,3.25562966450719,3.25738007644673
3.75,10,3.25640670119545,3.26491450863579
3.76,10,3.25717596751683,3.23641654730079
3.77,10,3.257937541175,3.25950836864697
3.78,10,3.25869149909658,3.2609063347529
3.79,10,3.25943791743895,3.25283284902227
3.8,10,3.26017687159789,3.23875773604383
3.81,10,3.26090843621525,3.28036612733292
3.82,10,3.26163268518643,3.25535338510016
3.83,10,3.2623496916679,3.27010942266151
3.84,10,3.26305952808455,3.26162972796914
3.85,10,3.26376226613704,3.27133126720212
3.86,10,3.264457976809,3.26079266642584
3.87,10,3.26514673037424,3.2638586469506
3.88,10,3.26582859640384,3.26893236885435
3.89,10,3.26650364377313,3.27016399151915
3.9,10,3.26717194066873,3.27354830106471
3.91,10,3.26783355459538,3.25976326422653
3.92,10,3.26848855238276,3.2736112096144
3.93,10,3.26913700019226,3.26643268873689
3.94,10,3.26977896352367,3.25275336102104
3.95,10,3.27041450722177,3.26956019372592
3.96,10,3.27104369548289,3.27963944595694
3.97,10,3.27166659186139,3.27816308089596
3.98,10,3.27228325927611,3.27638388700002
3.99,10,3.27289376001668,3.27828561103497
4,10,3.27349815574985,3.27461072388184
4.01,10,3.27409650752568,3.2867752474459
4.02,10,3.27468887578376,3.28777536180749
4.03,10,3.27527532035926,3.26945138230282
4.04,10,3.275855900489,3.26858744583391
4.05,10,3.27643067481744,3.27180224795086
4.06,10,3.2769997014026,3.27234546156608
4.07,10,3.27756303772191,3.2627616622771
4.08,10,3.27812074067802,3.27630397873117
4.09,10,3.27867286660457,3.2815237940024
4.1,10,3.27921947127186,3.28051624181804
4.11,10,3.27976060989248,3.29551480300745
4.12,10,3.28029633712688,3.2805567639061
4.13,10,3.28082670708895,3.28107683296565
4.14,10,3.28135177335139,3.28391648866936
4.15,10,3.28187158895121,3.27421187062337
4.16,10,3.28238620639503,3.28777566686297
4.17,10,3.28289567766442,3.29728283308644
4.18,10,3.28340005422111,3.2929211960445
4.19,10,3.28389938701223,3.29684229274085
4.2,10,3.28439372647544,3.28473399134499
4.21,10,3.28488312254402,3.27241953771798
4.22,10,3.28536762465191,3.26720486671316
4.23,10,3.28584728173873,3.2903286411357
4.24,10,3.28632214225467,3.29243025787168
4.25,10,3.28679225416546,3.2823145738085
4.26,10,3.28725766495714,3.2890637617324
4.27,10,3.2877184216409,3.2776399637789
4.28,10,3.28817457075782,3.28253079911173
4.29,10,3.28862615838358,3.30195089070324
4.3,10,3.28907323013308,3.296506184545
4.31,10,3.28951583116508,3.27921257658584
4.32,10,3.28995400618676,3.29251740033346
4.33,10,3.29038779945823,3.26869900768674
4.34,10,3.29081725479698,3.29375789958275
4.35,10,3.29124241558234,3.29524281251873
4.36,10,3.29166332475985,3.28118758032038
4.37,10,3.29208002484559,3.27512681177199
4.38,10,3.29249255793046,3.30393493612672
4.39,10,3.29290096568449,3.3080349580849
4.4,10,3.29330528936098,3.29179536800021
4.41,10,3.2937055698007,3.28818594401451
4.42,10,3.29410184743603,3.28090541180401
4.43,10,3.294494162295,3.2992863806897
4.44,10,3.29488255400539,3.29117626465599
4.45,10,3.29526706179866,3.28099548465313
4.46,10,3.29564772451401,3.29097845637339
4.47,10,3.29602458060221,3.3029700601339
4.48,10,3.29639766812952,3.29381464105897
4.49,10,3.29676702478155,3.29894429460353
4.5,10,3.29713268786707,3.28877026861327
4.51,10,3.29749469432174,3.29296374750783
4.52,10,3.29785308071185,3.30676749533868
4.53,10,3.29820788323807,3.29722510103698
4.54,10,3.29855913773902,3.30486080465542
4.55,10,3.29890687969496,3.30560332384163
4.56,10,3.29925114423135,3.29999721401871
4.57,10,3.29959196612237,3.30792903356089
4.58,10,3.29992937979447,3.30412735395126
4.59,10,3.30026341932986,3.29029434988229
4.6,10,3.3005941184699,3.31166559099944
4.61,10,3.30092151061853,3.2948317974407
4.62,10,3.30124562884568,3.28119937172766
4.63,10,3.30156650589056,3.30821603760574
4.64,10,3.30188417416498,3.29419074959361
4.65,10,3.30219866575667,3.31783602765289
4.66,10,3.30251001243244,3.28787710944535
4.67,10,3.30281824564144,3.28340408967862
4.68,10,3.30312339651836,3.29534631206679
4.69,10,3.30342549588651,3.29684410363654
4.7,10,3.30372457426098,3.30400609650644
4.71,10,3.3040206618517,3.31215747388981
4.72,10,3.30431378856652,3.31367120261936
4.73,10,3.30460398401419,3.29515906354263
4.74,10,3.30489127750738,3.30314907578845
4.75,10,3.30517569806564,3.29761386517647
4.76,10,3.30545727441832,3.31495000234814
4.77,10,3.30573603500747,3.31737424890602
4.78,10,3.30601200799073,3.3106419845442
4.79,10,3.30628522124415,3.29083924333894
4.8,10,3.30655570236504,3.30449568113529
4.81,10,3.30682347867473,3.31632396823582
4.82,10,3.30708857722131,3.30796798648592
4.83,10,3.30735102478243,3.30648326124244
4.84,10,3.30761084786794,3.30883214600336
4.85,10,3.3078680727226,3.32069308628625
4.86,10,3.3081227253287,3.3104512200925
4.87,10,3.30837483140875,3.29356480252821
4.88,10,3.30862441642799,3.29070875753923
4.89,10,3.30887150559705,3.30619023772275
4.9,10,3.30911612387441,3.31887485402702
4.91,10,3.309358295969,3.31446683827
4.92,10,3.30959804634264,3.31028424151538
4.93,10,3.30983539921255,3.30010173447237
4.94,10,3.31007037855376,3.31620676793721
4.95,10,3.31030300810155,3.30406359923698
4.96,10,3.31053331135387,3.30088779384761
4.97,10,3.31076131157367,3.30980180474769
4.98,10,3.31098703179126,3.30409019999925
4.99,10,3.31121049480668,3.3084392173952
5,10,3.31143172319195,3.32392370961632
5.01,10,3.31165073929336,3.30328015819663
5.02,10,3.31186756523376,3.29703370411283
5.03,10,3.31208222291476,3.30416952269392
5.04,10,3.31229473401895,3.31358163518993
5.05,10,3.31250512001209,3.33178920122175
5.06,10,3.3127134021453,3.31940471980494
5.07,10,3.31291960145718,3.31232144173864
5.08,10,3.31312373877594,3.31778463979316
5.09,10,3.31332583472152,3.32146501477179
5.1,10,3.31352590970764,3.31825204362521
5.11,10,3.31372398394389,3.30479788600714
5.12,10,3.31392007743779,3.33083965872998
5.13,10,3.31411420999674,3.30276211868088
5.14,10,3.31430640123011,3.31336711659537
5.15,10,3.31449667055114,3.3004738900921
5.16,10,3.31468503717896,3.31814456733805
5.17,10,3.31487152014051,3.31278479082529
5.18,10,3.31505613827243,3.3121966224467
5.19,10,3.31523891022304,3.32580630335906
5.2,10,3.31541985445415,3.30558388804351
5.21,10,3.31559898924294,3.33417524875077
5.22,10,3.31577633268384,3.32490253687866
5.23,10,3.31595190269034,3.31704766892801
5.24,10,3.31612571699677,3.30976964536317
5.25,10,3.31629779316013,3.32508367235996
5.26,10,3.31646814856186,3.31964251581606
5.27,10,3.31663680040958,3.31463282240723
5.28,10,3.31680376573882,3.33152782355296
5.29,10,3.31696906141476,3.32747588978578
5.3,10,3.31713270413395,3.31232130877241
5.31,10,3.31729471042594,3.33090039572629
5.32,10,3.31745509665501,3.31340608159108
5.33,10,3.3176138790218,3.30077369636482
5.34,10,3.31777107356491,3.31368169960881
5.35,10,3.3179266961626,3.32125852888152
5.36,10,3.3180807625343,3.31751487537519
5.37,10,3.3182332882423,3.30995035327696
5.38,10,3.31838428869321,3.30202921553933
5.39,10,3.31853377913961,3.32392928099644
5.4,10,3.31868177468154,3.31575409178023
5.41,10,3.31882829026806,3.31591598923712
5.42,10,3.31897334069871,3.30297019810755
5.43,10,3.31911694062506,3.32936078768643
5.44,10,3.31925910455214,3.3171651815094
5.45,10,3.31939984683996,3.33250157568491
5.46,10,3.31953918170489,3.31004969481198
5.47,10,3.31967712322117,3.32886396519927
5.48,10,3.3198136853223,3.31108017737686
5.49,10,3.31994888180241,3.30035967843324
5.5,10,3.32008272631772,3.31784390760275
5.51,10,3.32021523238787,3.31801242766844
5.52,10,3.32034641339733,3.3253629639378
5.53,10,3.32047628259669,3.32233493709083
5.54,10,3.32060485310405,3.33235951747413
5.55,10,3.32073213790635,3.32156949388302
5.56,10,3.32085814986061,3.31960700547757
5.57,10,3.32098290169534,3.30252202294528
5.58,10,3.32110640601172,3.31514076240882
5.59,10,3.32122867528494,3.321410545642
5.6,10,3.32134972186542,3.32366674323085
5.61,10,3.3214695579801,3.30596293958035
5.62,10,3.32158819573363,3.33213298165834
5.63,10,3.32170564710963,3.33007966958782
5.64,10,3.32182192397187,3.31026158077215
5.65,10,3.32193703806548,3.3019585603667
5.66,10,3.32205100101816,3.32609937551923
5.67,10,3.32216382434131,3.3215162452368
5.68,10,3.32227551943123,3.3212559639895
5.69,10,3.32238609757025,3.30840586929482
5.7,10,3.32249556992788,3.34399155937042
5.71,10,3.32260394756194,3.31484845225842
5.72,10,3.32271124141965,3.32335455863198
5.73,10,3.32281746233879,3.31365261262591
5.74,10,3.32292262104874,3.29948917961533
5.75,10,3.32302672817158,3.31619811234188
5.76,10,3.3231297942232,3.32734604736832
5.77,10,3.3232318296143,3.31403393002681
5.78,10,3.32333284465149,3.31713213790999
5.79,10,3.32343284953831,3.32043916667182
5.8,10,3.32353185437626,3.33196778417046
5.81,10,3.32362986916583,3.32659431918376
5.82,10,3.32372690380751,3.33045768755502
5.83,10,3.32382296810276,3.3301554459561
5.84,10,3.32391807175507,3.31814723124767
5.85,10,3.32401222437085,3.33918480278345
5.86,10,3.32410543546048,3.33077151161105
5.87,10,3.3241977144392,3.30781255534464
5.88,10,3.32428907062815,3.33251139932832
5.89,10,3.3243795132552,3.31145644016846
5.9,10,3.32446905145598,3.3356660247541
5.91,10,3.32455769427475,3.32623608066226
5.92,10,3.32464545066534,3.32669678749259
5.93,10,3.32473232949202,3.33039117382805
5.94,10,3.32481833953043,3.33510653271111
5.95,10,3.32490348946846,3.32081664233976
5.96,10,3.32498778790711,3.31675567702026
5.97,10,3.32507124336137,3.3384937797134
5.98,10,3.32515386426109,3.33238535342901
5.99,10,3.32523565895181,3.30672469389481
6,11,3.32531663569563,3.32534371266795
6.01,12,3.32873013600534,3.32727128787765
6.02,12,3.33544283464529,3.3257302194111
6.03,12,3.34208840629883,3.33575273935217
6.04,12,3.34866752223585,3.3556841376115
6.05,12,3.35518084701349,3.37673695373045
6.06,12,3.36162903854335,3.37234546323703
6.07,12,3.36801274815792,3.36189202307856
6.08,12,3.37433262067634,3.37193005573106
6.09,12,3.38058929446958,3.37729019466498
6.1,12,3.38678340152488,3.38702234585852
6.11,12,3.39291556750963,3.39112715716541
6.12,12,3.39898641183453,3.39256328535632
6.13,12,3.40499654771619,3.40254847618801
6.14,12,3.41094658223903,3.40499021301075
6.15,12,3.41683711641664,3.42965382052823
6.16,12,3.42266874525247,3.42878372955554
6.17,12,3.42844205779995,3.43624027999635
6.18,12,3.43415763722195,3.4327769269968
6.19,12,3.43981606084973,3.43683504517554
6.2,12,3.44541790024123,3.45239211318001
6.21,12,3.45096372123882,3.43723730389162
6.22,12,3.45645408402643,3.47445517807344
6.23,12,3.46188954318616,3.47483994445143
6.24,12,3.4672706477543,3.48525052281262
6.25,12,3.47259794127676,3.47396961311994
6.26,12,3.47787196186399,3.48560650696153
6.27,12,3.48309324224535,3.46769745677705
6.28,12,3.4882623098229,3.47631664223932
6.29,12,3.49337968672467,3.49233255988597
6.3,12,3.49844588985742,3.48741836274318
6.31,12,3.50346143095885,3.49781787693895
